,DrugA,DrugB
22229,Acetaminophen,Phenylpropanolamine
22230,Dronabinol,Propylhexedrine
22231,Oxaprozin,Dexketoprofen
22232,Potassium chloride,Fesoterodine
22233,Bosentan,Nifedipine
22234,Prednisolone,Posaconazole
22235,Treprostinil,Perindopril
22236,Fluoxetine,Ethanol
22237,Butabarbital,Isoxsuprine
22238,Dasatinib,Posaconazole
22239,Dronabinol,Ethanol
22240,Baclofen,Lurasidone
22241,Doxepin,Aripiprazole
22242,Doxycycline,Mipomersen
22243,Repaglinide,Iloperidone
22244,Primaquine,Pirfenidone
22245,Cyclosporine,Caffeine
22246,Fondaparinux,Paroxetine
22247,Praziquantel,Siltuximab
22248,Luliconazole,Brexpiprazole
22249,Doxazosin,Aprepitant
22250,Oxycodone,Hydrochlorothiazide
22251,Abciximab,Phenindione
22252,Procyclidine,Fluphenazine
22253,Nicardipine,Dasatinib
22254,Sufentanil,Nadolol
22255,Risperidone,Desipramine
22256,Infliximab,Valsartan
22257,Citric acid,Tinzaparin
22258,Escitalopram,Aripiprazole
22259,Valsartan,Nabumetone
22260,Methylphenidate,Telmisartan
22261,Fluvoxamine,Mirtazapine
22262,Sparfloxacin,Magnesium hydroxide
22263,Tacrolimus,Mechlorethamine
22264,Nelfinavir,Darunavir
22265,Lamotrigine,Hydrocodone
22266,Galantamine,Nadolol
22267,Treprostinil,Penbutolol
22268,Moexipril,Sodium aurothiomalate
22269,Dacarbazine,Sipuleucel-T
22270,Isosorbide mononitrate,Heptabarbital
22271,Verapamil,Tocilizumab
22272,Somatotropin,Cortisone acetate
22273,Bendroflumethiazide,Tapentadol
22274,Tizanidine,Butobarbital
22275,Caffeine,Midodrine
22276,Mifepristone,
22277,Droperidol,Amisulpride
22278,Ergotamine,Nadolol
22279,Heparin,Azilsartan medoxomil
22280,Cabozantinib,Stiripentol
22281,Goserelin,Telithromycin
22282,Tipranavir,Colchicine
22283,Lamotrigine,Ethanol
22284,Floxuridine,Chlorpropamide
22285,Fluconazole,Felodipine
22286,Topotecan,Tofacitinib
22287,Chlorprothixene,Vilazodone
22288,Furosemide,
22289,Voriconazole,Retapamulin
22290,Leuprolide,Ritonavir
22291,Pioglitazone,Deferasirox
22292,Esmolol,Nebivolol
22293,Nafcillin,Kanamycin
22294,Treprostinil,Pentosan polysulfate
22295,Clozapine,Fesoterodine
22296,Amodiaquine,
22297,Amphotericin B,Budesonide
22298,Reboxetine,Iobenguane
22299,Ziprasidone,Clomipramine
22300,Levonorgestrel,Glyburide
22301,Tipranavir,Brentuximab vedotin
22302,Doxorubicin,Dabrafenib
22303,Doxylamine,Flurazepam
22304,Bupropion,Nebivolol
22305,Fluconazole,Sulfisoxazole
22306,Sugammadex,Dabigatran etexilate
22307,Epirubicin,Cimetidine
22308,Nelfinavir,Dutasteride
22309,Prazosin,Clevidipine
22310,Mitomycin,Metamizole
22311,Haloperidol,Tiaprofenic acid
22312,Urokinase,Salsalate
22313,Fluoxetine,Tolterodine
22314,Ibritumomab tiuxetan,Vorapaxar
22315,Ramipril,Tolvaptan
22316,Warfarin,Ketoconazole
22317,Delavirdine,Hydrocodone
22318,Paroxetine,Moclobemide
22319,Estradiol,Hexobarbital
22320,Nicardipine,Netupitant
22321,Dopamine,Naphazoline
22322,Botulinum Toxin Type B,Dimenhydrinate
22323,Mefenamic acid,Dexketoprofen
22324,Ceritinib,Cobicistat
22325,Lenalidomide,Denosumab
22326,Cisplatin,Tofacitinib
22327,Dofetilide,Clozapine
22328,Levobunolol,Tofacitinib
22329,Olmesartan,Tranylcypromine
22330,Ceritinib,Imidafenacin
22331,Buprenorphine,Simeprevir
22332,Nimodipine,Estradiol
22333,Pentazocine,Rotigotine
22334,Fludrocortisone,Lopinavir
22335,Dofetilide,Fluticasone propionate
22336,Phenytoin,Bumetanide
22337,Acetohexamide,Insulin glulisine
22338,Fondaparinux,Enoxaparin
22339,Galantamine,Ivabradine
22340,Vandetanib,Siltuximab
22341,Protriptyline,Pimozide
22342,Chlorpropamide,Nebivolol
22343,Prochlorperazine,Suvorexant
22344,Orciprenaline,Dobutamine
22345,Ixabepilone,Simeprevir
22346,Rizatriptan,Aripiprazole
22347,Reserpine,Treprostinil
22348,Methadone,Metoclopramide
22349,Cetirizine,Thalidomide
22350,Esomeprazole,Ketoconazole
22351,Benazepril,Tranylcypromine
22352,Insulin glargine,Sparfloxacin
22353,Theophylline,Simeprevir
22354,Insulin human,Ziprasidone
22355,Norethisterone,Boceprevir
22356,Nelfinavir,Alogliptin
22357,Estradiol,Tolbutamide
22358,Alitretinoin,Palbociclib
22359,Zonisamide,Minocycline
22360,Valproic acid,Doripenem
22361,Treprostinil,Lisinopril
22362,Metolazone,Pentoxifylline
22363,Meloxicam,Sparfloxacin
22364,Norepinephrine,Desflurane
22365,Bexarotene,Clidinium
22366,Progesterone,Ethyl biscoumacetate
22367,Indinavir,Siltuximab
22368,Terfenadine,Bicalutamide
22369,Caffeine,Mexiletine
22370,Goserelin,Formoterol
22371,Pomalidomide,Suvorexant
22372,Meperidine,Thiothixene
22373,Glycopyrronium,Dexchlorpheniramine maleate
22374,Estradiol,Anthrax immune globulin human
22375,Pimecrolimus,Ritonavir
22376,Hydrocodone,Ceritinib
22377,Ketoprofen,Ridogrel
22378,Repaglinide,
22379,Tacrine,Dicyclomine
22380,Acetophenazine,Tetrabenazine
22381,Fluoxetine,Dextromethorphan
22382,Buspirone,Dasatinib
22383,Insulin aspart,Insulin glulisine
22384,Triamcinolone,Leflunomide
22385,Pentobarbital,Lisinopril
22386,Ritonavir,Alogliptin
22387,Insulin human,Vortioxetine
22388,Phenytoin,Mirtazapine
22389,Isoflurophate,Mestranol
22390,Risperidone,Cathinone
22391,Primidone,Isavuconazonium
22392,Nimodipine,Prazosin
22393,Insulin lispro,Nelfinavir
22394,Fludrocortisone,Etacrynic acid
22395,Sulpiride,Indapamide
22396,Methyclothiazide,Metformin
22397,Digoxin,Ribostamycin
22398,Folic acid,Raltitrexed
22399,Acetaminophen,Norethisterone
22400,Pentobarbital,Buprenorphine
22401,Butorphanol,Rufinamide
22402,Isradipine,Diazoxide
22403,Triflupromazine,Tranylcypromine
22404,Nilotinib,Netupitant
22405,Dyphylline,Lithium cation
22406,Tocilizumab,Perampanel
22407,Primidone,Crizotinib
22408,Fluconazole,Tizanidine
22409,Iloperidone,Telaprevir
22410,Indinavir,Tipranavir
22411,Estradiol,Citric acid
22412,Eltrombopag,Eluxadoline
22413,Dihydroergotamine,Trifluoperazine
22414,Insulin aspart,Lurasidone
22415,Nitrazepam,Perampanel
22416,Mitotane,Tofacitinib
22417,Perindopril,Hexobarbital
22418,Capecitabine,Gimeracil
22419,Droperidol,Doxepin
22420,Thiothixene,Suvorexant
22421,Nabilone,Hydroxyzine
22422,Warfarin,Cyproterone acetate
22423,Promazine,Levomilnacipran
22424,Anistreplase,Anagrelide
22425,Medroxyprogesterone acetate,Posaconazole
22426,Perphenazine,Tedizolid phosphate
22427,Citalopram,Vilanterol
22428,Isocarboxazid,Dapoxetine
22429,Fentanyl,Paraldehyde
22430,Naratriptan,Fluspirilene
22431,Guanfacine,Posaconazole
22432,Metyrosine,Sevoflurane
22433,Diphenhydramine,Mianserin
22434,Labetalol,Dyphylline
22435,Norepinephrine,Linezolid
22436,Meloxicam,Dabrafenib
22437,Quinine,Furosemide
22438,Triamcinolone,Acetylsalicylic acid
22439,Erythromycin,Midazolam
22440,Fenoprofen,Heparin
22441,Amiodarone,Etravirine
22442,Basiliximab,Natalizumab
22443,Lidocaine,Dasatinib
22444,Doxylamine,Guanfacine
22445,Methotrimeprazine,Iloperidone
22446,Sildenafil,Deferasirox
22447,Paroxetine,Repaglinide
22448,Infliximab,Metolazone
22449,Megestrol acetate,Sulodexide
22450,Nifedipine,Penbutolol
22451,Dipivefrin,Formoterol
22452,Primidone,Cilazapril
22453,Verapamil,Pazopanib
22454,Conivaptan,Praziquantel
22455,Fenofibrate,Acipimox
22456,Gliclazide,Pasireotide
22457,Bexarotene,Quetiapine
22458,Trimethoprim,Pralatrexate
22459,Valsartan,Torasemide
22460,Chlorpropamide,Ethinylestradiol
22461,Bortezomib,Aminophylline
22462,Indapamide,Nicorandil
22463,Chlorothiazide,Nicorandil
22464,Probenecid,Amoxicillin
22465,Chloroquine,Magnesium oxide
22466,Nicotine,Hydroxyprogesterone caproate
22467,Asenapine,Saxagliptin
22468,Leuprolide,Ranolazine
22469,Galantamine,Dipyridamole
22470,Tolbutamide,Drospirenone
22471,Hydrocortisone,Repaglinide
22472,Trichlormethiazide,Empagliflozin
22473,Imatinib,Delavirdine
22474,Nisoldipine,Deferasirox
22475,Tacrine,Methotrimeprazine
22476,Sulpiride,Levocabastine
22477,Tizanidine,Propofol
22478,Nitroprusside,Vardenafil
22479,Insulin human,Furosemide
22480,Saquinavir,Ospemifene
22481,Natalizumab,Lenalidomide
22482,Fluorouracil,Bosentan
22483,Ranolazine,Mitomycin
22484,Scopolamine,Paraldehyde
22485,Clarithromycin,Brexpiprazole
22486,Phenytoin,Palbociclib
22487,Phenytoin,Roflumilast
22488,Pimozide,Milnacipran
22489,Labetalol,Salbutamol
22490,Guanfacine,Simeprevir
22491,Salsalate,Sulodexide
22492,Roflumilast,Pazopanib
22493,Tobramycin,Rocuronium
22494,Cyclosporine,Griseofulvin
22495,Venlafaxine,Floctafenine
22496,Minocycline,Desflurane
22497,Natalizumab,Capecitabine
22498,Prazosin,Avanafil
22499,Siltuximab,Palbociclib
22500,Zolpidem,Primidone
22501,Paroxetine,Meclizine
22502,Tetracycline,Strontium ranelate
22503,Acetylsalicylic acid,Empagliflozin
22504,Diphenhydramine,Sodium oxybate
22505,Oxandrolone,
22506,Dexamethasone,Dasatinib
22507,Probenecid,Pivmecillinam
22508,Mequitazine,Thiothixene
22509,Pimecrolimus,Ibrutinib
22510,Warfarin,Cefepime
22511,Mefenamic acid,Limaprost
22512,Mirtazapine,Dipivefrin
22513,Flecainide,Tromethamine
22514,Amikacin,Clodronic acid
22515,Fluoxetine,Molindone
22516,Morphine,Thioridazine
22517,Nabilone,Nortriptyline
22518,Ziprasidone,Benzphetamine
22519,Heparin,Cilazapril
22520,Bendroflumethiazide,Acetylsalicylic acid
22521,Pentobarbital,Tizanidine
22522,Lurasidone,
22523,Mifepristone,Felodipine
22524,Tofacitinib,Palbociclib
22525,Phenytoin,Haloperidol
22526,Vorinostat,Alogliptin
22527,Diclofenamide,Triethylenetetramine
22528,Methadone,Minocycline
22529,Lithium cation,Fluspirilene
22530,Metformin,St. John's Wort
22531,Treprostinil,Oxaprozin
22532,Nisoldipine,Magnesium chloride
22533,Pipotiazine,Palbociclib
22534,Hydrocodone,Ramosetron
22535,Chlorpheniramine,Ramosetron
22536,Probenecid,Ceftriaxone
22537,Epinephrine,Propylhexedrine
22538,Glipizide,Insulin detemir
22539,Gefitinib,Magnesium hydroxide
22540,Ticlopidine,Tetrabenazine
22541,Ziprasidone,Metoclopramide
22542,Captopril,Lithium cation
22543,Procyclidine,Clomipramine
22544,Norepinephrine,Metamfetamine
22545,Penbutolol,Ruxolitinib
22546,Tolcapone,Pramipexole
22547,Phenytoin,Paclitaxel
22548,Metolazone,Heptabarbital
22549,Pentobarbital,Carteolol
22550,Valsartan,Nicardipine
22551,Minocycline,Quazepam
22552,Minoxidil,Pentoxifylline
22553,Butabarbital,Norethisterone
22554,Digoxin,Parathyroid hormone
22555,Epinephrine,Iobenguane
22556,Nicardipine,Carvedilol
22557,Nefazodone,Luliconazole
22558,,Ceritinib
22559,Primidone,Idelalisib
22560,Sulfisoxazole,Saquinavir
22561,Granisetron,Tapentadol
22562,Estazolam,Saquinavir
22563,Warfarin,Milnacipran
22564,Deferasirox,Maraviroc
22565,Pentamidine,Ivabradine
22566,Diclofenac,Paroxetine
22567,Ivacaftor,Afatinib
22568,Natalizumab,Abatacept
22569,Rifampicin,Naloxegol
22570,Tolmetin,Omega-3 fatty acids
22571,Hydrocodone,Desflurane
22572,Verteporfin,Ibuprofen
22573,Atropine,Paroxetine
22574,Lorazepam,Desloratadine
22575,Cyclosporine,Acetazolamide
22576,Bexarotene,Etravirine
22577,Orciprenaline,Aminophylline
22578,Idarubicin,Tofacitinib
22579,Conivaptan,Nefazodone
22580,Pimozide,Deferasirox
22581,Dyphylline,Camazepam
22582,Thalidomide,Roflumilast
22583,Goserelin,Indapamide
22584,Pentazocine,Ramosetron
22585,Ticagrelor,Cobicistat
22586,Efavirenz,Rufinamide
22587,Butabarbital,Olmesartan
22588,Edetic acid,Insulin aspart
22589,Ergoloid mesylate,Amisulpride
22590,Glyburide,Vildagliptin
22591,Vinorelbine,Mifepristone
22592,Loxapine,Dextroamphetamine
22593,Imatinib,Mitotane
22594,Citalopram,Perflutren
22595,Colistimethate,Pancuronium
22596,Desipramine,Darunavir
22597,Obinutuzumab,Aliskiren
22598,Phenoxybenzamine,Dapoxetine
22599,Amitriptyline,Nicorandil
22600,Peginterferon alfa-2b,Acenocoumarol
22601,Nortriptyline,Paliperidone
22602,Ibrutinib,Cobicistat
22603,Perphenazine,Thalidomide
22604,Fosamprenavir,Deferasirox
22605,Tenofovir disoproxil,Sulindac
22606,Enzalutamide,Ivabradine
22607,Tizanidine,Ofloxacin
22608,Ethanol,Buprenorphine
22609,Apixaban,
22610,Tacrolimus,Darunavir
22611,Ticlopidine,Amoxapine
22612,Tizanidine,Ethanol
22613,Theophylline,Norepinephrine
22614,Secobarbital,Levobunolol
22615,Clonidine,Ceritinib
22616,Phendimetrazine,Thiothixene
22617,Oxycodone,Ketoconazole
22618,Methyclothiazide,Risperidone
22619,Phentolamine,Pentoxifylline
22620,Sildenafil,Atazanavir
22621,Lorazepam,Buprenorphine
22622,Droperidol,Donepezil
22623,Methazolamide,Diclofenamide
22624,Irinotecan,Posaconazole
22625,Promazine,Phenelzine
22626,Fluconazole,Sunitinib
22627,Aprepitant,Fusidic acid
22628,Nelfinavir,Trabectedin
22629,Mesoridazine,Sertraline
22630,Diltiazem,Molsidomine
22631,Moclobemide,Mirabegron
22632,Nimodipine,Cobicistat
22633,Secobarbital,Clevidipine
22634,Perindopril,Dalteparin
22635,Clozapine,Dextromethorphan
22636,Promazine,Dextromethorphan
22637,Tacrine,Vecuronium
22638,Galantamine,
22639,Demeclocycline,Mecamylamine
22640,Oxymetazoline,Mepivacaine
22641,Deferasirox,Dronedarone
22642,Theophylline,Bosentan
22643,Dofetilide,Prochlorperazine
22644,Nimodipine,Ketoconazole
22645,Trimipramine,Simeprevir
22646,Magnesium sulfate,Phenoxybenzamine
22647,Aprepitant,Axitinib
22648,Succinylcholine,Netilmicin
22649,Cyclosporine,Tipranavir
22650,Norepinephrine,Olodaterol
22651,Trimipramine,Escitalopram
22652,Olaparib,Eslicarbazepine acetate
22653,Ethanol,Nitrous oxide
22654,Procyclidine,Ramosetron
22655,Darifenacin,Tocilizumab
22656,Amoxapine,Pimozide
22657,Tositumomab,Belimumab
22658,Perphenazine,Ramosetron
22659,Tesmilifene,Nintedanib
22660,Chlorpromazine,Sumatriptan
22661,Tofacitinib,Netupitant
22662,Tipranavir,Phenprocoumon
22663,Atenolol,Bretylium
22664,Ketoconazole,Aliskiren
22665,Nelfinavir,Vildagliptin
22666,Levonorgestrel,Carbamazepine
22667,Amitriptyline,Aclidinium
22668,Ceftazidime,Probenecid
22669,Infliximab,Mesalazine
22670,Everolimus,Tocilizumab
22671,Anistreplase,Epoprostenol
22672,Mefloquine,Methsuximide
22673,Cimetidine,Lomitapide
22674,Propylhexedrine,Tedizolid phosphate
22675,Chlorphentermine,Indacaterol
22676,Secobarbital,Dapagliflozin
22677,Teniposide,Heptabarbital
22678,Alfuzosin,Idelalisib
22679,Iobenguane,Levonordefrin
22680,Glyburide,Nilotinib
22681,Rifampicin,Aripiprazole
22682,Ritonavir,Trazodone
22683,Mitotane,Regorafenib
22684,Tamoxifen,Saquinavir
22685,Caffeine,Limaprost
22686,Butabarbital,Nesiritide
22687,Quinine,Cilazapril
22688,Rifapentine,Flibanserin
22689,Clenbuterol,Dexmethylphenidate
22690,Aluminum hydroxide,Raltegravir
22691,Oxycodone,Indapamide
22692,Indomethacin,Aliskiren
22693,Phenelzine,Hydralazine
22694,Clozapine,Rasagiline
22695,Chlorpromazine,Ritonavir
22696,Phenytoin,Nefazodone
22697,Glycopyrronium,Ramosetron
22698,Simvastatin,Nicotinamide
22699,Reserpine,Phenelzine
22700,Cisplatin,Gentamicin
22701,Dronabinol,Arformoterol
22702,Epinephrine,Pheniramine
22703,Dasatinib,Flibanserin
22704,Dasatinib,Apixaban
22705,Methylphenidate,Isocarboxazid
22706,Benzphetamine,Pirbuterol
22707,Pimozide,Batimastat
22708,Eszopiclone,Deferasirox
22709,Enoxaparin,Citric acid
22710,Mycophenolic acid,Levofloxacin
22711,Prazosin,Propylhexedrine
22712,Metyrosine,Carphenazine
22713,Butorphanol,Alvimopan
22714,Warfarin,Fenofibrate
22715,Treprostinil,Enalapril
22716,Methotrexate,Cholestyramine
22717,Fentanyl,Hydrocodone
22718,Clevidipine,Molsidomine
22719,Chloroquine,Siltuximab
22720,Codeine,Celecoxib
22721,Octreotide,Tranylcypromine
22722,Capreomycin,Neomycin
22723,Benzphetamine,Formoterol
22724,Dipyridamole,Rivaroxaban
22725,Methohexital,Suvorexant
22726,Ibritumomab tiuxetan,Meloxicam
22727,Nelfinavir,Tacrolimus
22728,Carbamazepine,Rufinamide
22729,Abciximab,Desvenlafaxine
22730,Methadone,Tedizolid phosphate
22731,Dronedarone,Luliconazole
22732,Caffeine,Benzphetamine
22733,Alteplase,Danaparoid
22734,St. John's Wort,Regorafenib
22735,Bosentan,Olaparib
22736,Fluticasone propionate,Terbutaline
22737,Sertraline,Ibrutinib
22738,Iloprost,Acenocoumarol
22739,Doxylamine,Trifluoperazine
22740,Valsartan,Quinine
22741,Metformin,Pipotiazine
22742,Bepridil,Clevidipine
22743,Vilazodone,Ioflupane I-123
22744,Bexarotene,Quinidine
22745,Norepinephrine,Orciprenaline
22746,Trimipramine,Amisulpride
22747,Doxazosin,Tadalafil
22748,Exemestane,Deferasirox
22749,Indacaterol,
22750,Fenoterol,Pirbuterol
22751,Tranylcypromine,Doxorubicin
22752,Delavirdine,Ranitidine
22753,Isradipine,Calcium carbonate
22754,Mirtazapine,Sufentanil
22755,Verapamil,Lithium cation
22756,Deferasirox,Suvorexant
22757,Bosutinib,Dabrafenib
22758,Dasatinib,Enzalutamide
22759,Dicyclomine,Eluxadoline
22760,Torasemide,Phenelzine
22761,Itraconazole,Riociguat
22762,Rufinamide,Ziconotide
22763,Anagrelide,Phenelzine
22764,Levonorgestrel,Hexobarbital
22765,Verapamil,Temsirolimus
22766,Insulin glulisine,Pasireotide
22767,Ropinirole,Clonidine
22768,Diphenhydramine,Ramosetron
22769,Acetaminophen,Carbamazepine
22770,Leuprolide,Glimepiride
22771,Ethanol,Bupropion
22772,Linezolid,Vilazodone
22773,Saquinavir,Dapoxetine
22774,Duloxetine,Trimipramine
22775,Irbesartan,Nicorandil
22776,Methohexital,Trichlormethiazide
22777,Ritonavir,Siltuximab
22778,Lansoprazole,Dexmethylphenidate
22779,Insulin aspart,Iloperidone
22780,Prochlorperazine,Phenelzine
22781,Mepenzolate,Eluxadoline
22782,Phenelzine,Ethanol
22783,St. John's Wort,Silodosin
22784,Mirabegron,Umeclidinium
22785,Mifepristone,Dantrolene
22786,Fentanyl,Saquinavir
22787,Tolcapone,Rotigotine
22788,Leuprolide,Risperidone
22789,Conivaptan,Panobinostat
22790,Tranylcypromine,Dapagliflozin
22791,Sulfisoxazole,Carvedilol
22792,Cimetidine,Flunarizine
22793,Tamoxifen,Brentuximab vedotin
22794,Carvedilol,Silodosin
22795,Amphetamine,Nalbuphine
22796,Erlotinib,Esomeprazole
22797,Metyrosine,Olopatadine
22798,Buprenorphine,Orphenadrine
22799,Doxepin,Iobenguane
22800,Fusidic acid,Nilotinib
22801,Fluvoxamine,Dolasetron
22802,Pravastatin,Acenocoumarol
22803,Leflunomide,Trastuzumab emtansine
22804,Roflumilast,Belatacept
22805,Citalopram,Efavirenz
22806,Buprenorphine,Azelastine
22807,Methylprednisolone,Tolbutamide
22808,Azithromycin,Afatinib
22809,Ticlopidine,Citric acid
22810,Meropenem,Picosulfuric acid
22811,Mirtazapine,Fluoxetine
22812,Quinine,Methyldopa
22813,Glimepiride,Colesevelam
22814,Sunitinib,Naloxegol
22815,Valaciclovir,Mycophenolic acid
22816,Aprepitant,Conivaptan
22817,Cimetidine,Tesmilifene
22818,Pentoxifylline,Aliskiren
22819,Thioridazine,Ethanol
22820,Lidocaine,Deferasirox
22821,Etonogestrel,Fosphenytoin
22822,Ropinirole,Cyclizine
22823,Quinidine,Lomitapide
22824,Denosumab,
22825,Topiramate,Isocarboxazid
22826,Olanzapine,Chlordiazepoxide
22827,Pregabalin,Mirtazapine
22828,Furosemide,Arbekacin
22829,Dicoumarol,Naproxen
22830,Vildagliptin,Pasireotide
22831,Valproic acid,Methohexital
22832,Imipramine,Paraldehyde
22833,Simvastatin,Saquinavir
22834,Amitriptyline,Pirbuterol
22835,Indinavir,Ticagrelor
22836,Tiaprofenic acid,
22837,Hydrocodone,Nefazodone
22838,Nitric Oxide,Isosorbide dinitrate
22839,Trimethoprim,Canagliflozin
22840,Salmeterol,Levonordefrin
22841,Prucalopride,Rolapitant
22842,Citalopram,Metyrosine
22843,Maprotiline,Rotigotine
22844,Midodrine,Fluticasone propionate
22845,Insulin human,Nadolol
22846,Nisoldipine,Magnesium hydroxide
22847,Methyldopa,Amifostine
22848,Glycopyrronium,Homatropine
22849,Paroxetine,Bromazepam
22850,Oxacillin,Streptomycin
22851,Selegiline,Levonordefrin
22852,Droperidol,Bromazepam
22853,Quinapril,Everolimus
22854,Cyclosporine,Dabigatran etexilate
22855,Dabigatran etexilate,Edoxaban
22856,Codeine,Ipratropium
22857,Quinine,Atorvastatin
22858,Tipranavir,Acenocoumarol
22859,Telithromycin,Picosulfuric acid
22860,Goserelin,Apomorphine
22861,Vitamin E,Fluvoxamine
22862,Granisetron,Desvenlafaxine
22863,Tolterodine,Netupitant
22864,Flurazepam,Siltuximab
22865,Rifampicin,Artemether
22866,Fondaparinux,Estradiol
22867,Disopyramide,Itopride
22868,Abciximab,Desirudin
22869,Levonorgestrel,Oxcarbazepine
22870,Eplerenone,Canagliflozin
22871,Phenelzine,Articaine
22872,Efavirenz,Perhexiline
22873,Tipranavir,Glyburide
22874,Dofetilide,Gadobenic acid
22875,Nelfinavir,Alfentanil
22876,Methylphenidate,Indapamide
22877,Loxapine,Budesonide
22878,Nabumetone,Trichlormethiazide
22879,Clorazepic acid,Phenelzine
22880,Promethazine,Sertindole
22881,Famotidine,Nilotinib
22882,Tamoxifen,Mipomersen
22883,Ampicillin,Allopurinol
22884,Telithromycin,Rilpivirine
22885,Hydroxyzine,Mianserin
22886,Insulin glargine,Iloperidone
22887,Nefazodone,Sertindole
22888,Nimodipine,Nicorandil
22889,Metaxalone,Metyrosine
22890,Rituximab,Trandolapril
22891,Lopinavir,Batimastat
22892,Hyoscyamine,Magnesium oxide
22893,Glucagon,Trospium
22894,Promazine,Bromocriptine
22895,Tolazamide,Sitagliptin
22896,Nabilone,Triazolam
22897,Ritonavir,Tetrabenazine
22898,Darifenacin,Fosaprepitant
22899,Desmopressin,Corticotropin
22900,Sumatriptan,Flupentixol
22901,Chloramphenicol,Chlorpropamide
22902,Lorazepam,Thiothixene
22903,Tacrine,Trimipramine
22904,Porfimer sodium,Gliclazide
22905,Nefazodone,Dronedarone
22906,Methylprednisolone,Indacaterol
22907,Orphenadrine,Fosphenytoin
22908,Nitroprusside,Nifedipine
22909,Delavirdine,Eliglustat
22910,Etacrynic acid,Amifostine
22911,Telaprevir,Sonidegib
22912,Naproxen,Colesevelam
22913,Ranolazine,Flibanserin
22914,Vitamin E,Ketoprofen
22915,Telaprevir,Prasugrel
22916,Fluvoxamine,Morphine
22917,Metoclopramide,Tedizolid phosphate
22918,Mitoxantrone,Tofacitinib
22919,Doxapram,Dobutamine
22920,Sotalol,Hexobarbital
22921,Rifabutin,Abiraterone
22922,Acetylsalicylic acid,Cilostazol
22923,Cetirizine,Paraldehyde
22924,Eplerenone,Dabrafenib
22925,Procyclidine,Brompheniramine
22926,Voriconazole,Axitinib
22927,Tranylcypromine,Captopril
22928,Clozapine,Zolpidem
22929,Levobunolol,Butobarbital
